date	stringency_avg	stringency_stddv
2021-05-27	54.79491891891891	16.99046133407734
2021-05-28	54.83486486486485	16.933951123627764
2021-05-29	54.71972972972972	16.95603492764433
2021-05-30	54.59459459459458	16.95182133156399
2021-05-31	54.62454054054052	17.187398712970698
2021-06-01	53.61589189189186	17.30552361091025
2021-06-02	53.63097297297294	17.28229896257156
2021-06-03	53.61345945945943	17.25797210002129
2021-06-04	53.563405405405376	17.217181982840312
2021-06-05	53.5484324324324	17.163235794806795
2021-06-06	53.44329729729725	17.115299033897198
2021-06-07	53.06037837837834	17.159955911477656
2021-06-08	52.51464864864862	16.64368806617451
2021-06-09	52.42956756756753	16.684568880613043
2021-06-10	52.31199999999997	16.635069819267127
2021-06-11	52.1869189189189	16.592502889213577
2021-06-12	52.16189189189187	16.597613250402436
2021-06-13	52.206918918918895	16.688140333908894
2021-06-14	52.326918918918885	16.73114557131582
2021-06-15	52.03167567567565	17.199597352380174
2021-06-16	52.174324324324296	17.18288213884727
2021-06-17	52.33443243243241	17.29872549053213
2021-06-18	52.574648648648626	17.330477887106028
2021-06-19	52.659729729729705	17.34586821843399
2021-06-20	52.58464864864862	17.37205009018831
2021-06-21	52.50205405405402	17.291411118921573
2021-06-22	52.20918918918915	17.319850941618498
2021-06-23	52.14918918918916	17.37633139808572
2021-06-24	52.0591351351351	17.323177204000366
2021-06-25	52.184216216216186	17.376365606276252
2021-06-26	51.913945945945926	17.591698290780084
2021-06-27	52.15416216216214	17.631578932397947
2021-06-28	52.04167567567566	17.550317527048307
2021-06-29	51.77140540540539	17.524302543794917
2021-06-30	51.638756756756734	17.52351313259988
2021-07-01	51.283243243243234	17.600632828618966
2021-07-02	51.11059459459457	17.6893188163648
2021-07-03	51.14070270270269	17.69483601699578
2021-07-04	51.01551351351349	17.63967205312245
2021-07-05	50.950432432432414	17.77205053879666
2021-07-06	50.73254054054051	17.935373579536773
2021-07-07	50.78756756756755	18.04008611554406
2021-07-08	50.66248648648647	17.977601477907616
2021-07-09	50.49243243243242	18.09915763388577
2021-07-10	50.512432432432426	18.11195770536996
2021-07-11	50.497459459459456	18.088182808934608
2021-07-12	50.59999999999999	18.03133036119617
2021-07-13	50.805405405405395	17.65421196119446
2021-07-14	50.958054054054045	17.6963409104453
2021-07-15	50.52010810810808	17.473404315321353
2021-07-16	50.47005405405403	17.43100020380891
2021-07-17	50.57518918918918	17.51555611578715
2021-07-18	50.58518918918918	17.52341868076845
2021-07-19	50.21735135135135	17.90958408712636
2021-07-20	50.32254054054053	17.62145275876644
2021-07-21	50.28254054054052	17.601641985129703
2021-07-22	50.27254054054053	17.59864345293386
2021-07-23	50.530270270270265	17.85698380852054
2021-07-24	50.62535135135134	17.873469664548214
2021-07-25	50.77556756756756	17.770289046213488
2021-07-26	50.72064864864865	18.023289216284848
2021-07-27	50.48048648648648	17.915059836699402
2021-07-28	50.435459459459445	17.94759138939788
2021-07-29	50.48302702702701	18.01325987648121
2021-07-30	50.467945945945935	17.815478241407135
2021-07-31	50.38789189189188	17.838566461286007
2021-08-01	50.180162162162155	17.721848615539006
2021-08-02	50.210324324324304	17.477748259405097
2021-08-03	50.32540540540539	17.249144184739045
2021-08-04	50.342918918918905	17.402115966989786
2021-08-05	50.312918918918896	17.40108661157964
2021-08-06	50.40810810810809	17.20560663458247
2021-08-07	50.45816216216215	17.09464641581719
2021-08-08	50.52324324324323	17.14705053103319
2021-08-09	50.868486486486475	17.444672938335447
2021-08-10	51.36648648648648	17.07717297577125
2021-08-11	51.328972972972956	16.986552694962242
2021-08-12	51.29891891891891	17.125235904279087
2021-08-13	51.34399999999999	17.02368446161548
2021-08-14	51.46913513513513	17.006105813139126
2021-08-15	51.18632432432431	17.12067861444569
2021-08-16	51.26140540540539	17.265611444874352
2021-08-17	51.42405405405405	17.45409848244578
2021-08-18	51.4641081081081	17.520789794279814
2021-08-19	51.4441081081081	17.55323946044947
2021-08-20	51.293999999999976	17.51205840001128
2021-08-21	51.374054054054035	17.495642339221018
2021-08-22	51.35399999999998	17.471186478684636
2021-08-23	51.496486486486496	17.724569207773957
2021-08-24	51.419081081081096	17.977383711250475
2021-08-25	51.41410810810813	18.012582190721627
2021-08-26	51.33897297297299	17.883444602120353
2021-08-27	51.34897297297299	17.89278657385842
2021-08-28	51.28643243243244	17.87281663027651
2021-08-29	51.29643243243245	17.900818288016048
2021-08-30	51.116324324324324	17.666041160180512
2021-08-31	50.8811891891892	17.625792455004966
2021-09-01	50.68837837837838	18.117680227606478
2021-09-02	50.62324324324324	18.141127181829663
